App,Category,Rating,Reviews,Size,Installs,Price,Last updated date,Last updated time,Current Ver,Android Ver,Multidevice
Google Classroom,EDUCATION,4.2,69498,Varies with device,"10,000,000+",0,09/02/2019,2:00,Varies with device,Varies with device,true
ClassDojo,EDUCATION,4.4,148550,59M,"10,000,000+",0,27/01/2022,17:15,"August 3, 2018",4.21.1,false
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,Varies with device,"100,000,000+",0,15/12/2021,11:24,"August 1, 2018",Varies with device,false
Lerni. Learn languages.,EDUCATION,4,3847,6.9M,"500,000+",0,03/02/2019,9:03,3.1.3,3.0 and up,true
Learn 50 languages,EDUCATION,4.4,55256,14M,"5,000,000+",0,21/02/2022,2:38,10.9.1,4.0 and up,false
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84309,41M,"5,000,000+",0,14/12/2016,18:44,2.6.6,4.1 and up,true
Mango Languages: Lovable Language Courses,EDUCATION,4,4815,19M,"500,000+",0,20/11/2018,20:48,4.2.3,4.2 and up,false
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76M,"5,000,000+",0,10/07/2016,23:19,"June 27, 2018",5.2.1,false
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107948,Varies with device,"10,000,000+",0,23/10/2021,6:03,Varies with device,Varies with device,true
Babbel – Learn Languages,EDUCATION,4.3,266948,21M,"10,000,000+",0,08/08/2021,10:38,20.7.2,4.4 and up,false
Innovative: Learn 34 Languages,EDUCATION,4.5,14206,21M,"500,000+",0,05/06/2017,8:16,1.16,3.0 and up,true
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206532,21M,"10,000,000+",0,07/04/2018,23:05,13.9.0.161,5.0 and up,true
My Class Schedule: Timetable,EDUCATION,4.1,9348,Varies with device,"1,000,000+",0,12/07/2019,22:10,Varies with device,Varies with device,true
Chegg Study - Homework Help,EDUCATION,4.3,14700,21M,"1,000,000+",0,19/01/2019,21:49,5.7.0,4.4 and up,false
Canvas Student,EDUCATION,4.5,42828,Varies with device,"1,000,000+",0,30/05/2016,17:10,Varies with device,Varies with device,true
Timetable,EDUCATION,4.2,40209,Varies with device,"1,000,000+",0,16/05/2015,13:47,Varies with device,Varies with device,true
Socratic - Math Answers & Homework Help,EDUCATION,4.6,37862,5.4M,"1,000,000+",0,22/12/2020,0:55,1.8.1,4.1 and up,true
EasyBib: Citation Generator,EDUCATION,3.5,1405,7.3M,"100,000+",0,19/07/2019,8:45,2.4.4,4.0 and up,true
Google Classroom,EDUCATION,4.2,69498,Varies with device,"10,000,000+",0,02/07/2018,6:13,Varies with device,Varies with device,true
ClassDojo,EDUCATION,4.4,148549,59M,"10,000,000+",0,25/09/2020,8:48,"August 3, 2018",4.21.1,true
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84311,41M,"5,000,000+",0,01/02/2016,10:49,2.6.6,4.1 and up,true
Quizlet: Learn Languages & Vocab with Flashcards,EDUCATION,4.6,211856,Varies with device,"10,000,000+",0,29/06/2021,22:15,Varies with device,Varies with device,false
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206532,21M,"10,000,000+",0,06/10/2015,17:28,13.9.0.161,5.0 and up,false
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76M,"5,000,000+",0,08/07/2018,15:11,"June 27, 2018",5.2.1,false
SoloLearn: Learn to Code for Free,EDUCATION,4.8,256079,7.6M,"1,000,000+",0,20/04/2018,11:36,2.2.4,4.0.3 and up,true
Kids Learn Languages by Mondly,EDUCATION,4.4,2078,Varies with device,"100,000+",0,20/09/2020,4:04,"December 24, 2017",1.0.2,true
Blinkist - Nonfiction Books,EDUCATION,4.1,16103,13M,"1,000,000+",0,15/05/2016,19:40,5.7.1,4.1 and up,true
Sago Mini Hat Maker,EDUCATION,4.9,11,63M,"1,000+",$3.99,06/09/2017,6:08,"July 24, 2017",1,false
Fuzzy Numbers: Pre-K Number Foundation,EDUCATION,4.7,21,44M,"1,000+",$5.99,08/09/2019,17:54,"July 21, 2017",1.3,true
Toca Life: City,EDUCATION,4.7,31085,24M,"500,000+",$3.99,02/09/2021,20:28,"July 6, 2018",1.5-play,true
Toca Life: Hospital,EDUCATION,4.7,3528,24M,"100,000+",$3.99,06/09/2017,4:44,"June 12, 2018",1.1.1-play,false
Netflix,ENTERTAINMENT,4.4,5456208,Varies with device,"100,000,000+",0,28/02/2018,16:41,Varies with device,Varies with device,true
Complete Spanish Movies,ENTERTAINMENT,4,11656,4.5M,"1,000,000+",0,18/03/2019,1:58,1.02,4.0.3 and up,true
Pluto TV - It’s Free TV,ENTERTAINMENT,4.2,28948,Varies with device,"1,000,000+",0,03/06/2017,7:50,Varies with device,Varies with device,false
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,11M,"10,000,000+",0,06/06/2018,0:28,2.13.5,4.1 and up,false
YouTube Kids,ENTERTAINMENT,4.5,470089,Varies with device,"50,000,000+",0,21/05/2018,4:49,"August 3, 2018",3.43.3,false
Mobile TV,ENTERTAINMENT,3.5,10939,4.6M,"10,000,000+",0,23/04/2015,16:59,2.05.0010,5.0 and up,true
TV+,ENTERTAINMENT,4.2,98509,Varies with device,"5,000,000+",0,09/03/2017,1:08,Varies with device,Varies with device,true
Digital TV,ENTERTAINMENT,3.1,5241,Varies with device,"5,000,000+",0,27/06/2020,1:13,Varies with device,6.0 and up,true
Motorola Spotlight Player™,ENTERTAINMENT,4.6,22508,3.3M,"10,000,000+",0,27/06/2017,12:30,v1.8b22p13,4.2 and up,true
Vigo Lite,ENTERTAINMENT,4.2,10291,6.5M,"5,000,000+",0,17/03/2015,20:55,3.7.3,4.0.3 and up,true
Google Play Games,ENTERTAINMENT,4.3,7165362,Varies with device,"1,000,000,000+",0,28/10/2021,18:21,Varies with device,Varies with device,true
Hotstar,ENTERTAINMENT,4.3,4885646,Varies with device,"100,000,000+",0,05/07/2019,6:54,Varies with device,Varies with device,true
"Peers.TV: broadcast TV channels First, Match TV, TNT ...",ENTERTAINMENT,4.1,141980,Varies with device,"5,000,000+",0,26/11/2017,23:40,Varies with device,Varies with device,true
The green alien dance,ENTERTAINMENT,3.8,6979,12M,"1,000,000+",0,26/08/2018,18:38,1.03,4.0 and up,false
Spectrum TV,ENTERTAINMENT,3.4,46618,Varies with device,"5,000,000+",0,04/12/2017,20:44,Varies with device,Varies with device,false
H TV,ENTERTAINMENT,4.3,103078,5.6M,"5,000,000+",0,15/10/2019,14:01,4.6.2,2.3.3 and up,true
StarTimes - Live International Champions Cup,ENTERTAINMENT,4.4,17682,9.7M,"1,000,000+",0,07/10/2021,8:02,5.2,4.0.3 and up,false
Cinematic Cinematic,ENTERTAINMENT,4.4,37000,15M,"1,000,000+",0,29/12/2018,7:20,4.0.5,4.1 and up,true
MEGOGO - Cinema and TV,ENTERTAINMENT,4,175528,Varies with device,"10,000,000+",0,12/11/2015,6:37,Varies with device,Varies with device,true
Talking Angela,ENTERTAINMENT,3.7,1828284,52M,"100,000,000+",0,28/10/2017,12:00,2.8.2,4.1 and up,false
DStv Now,ENTERTAINMENT,3.9,34923,Varies with device,"5,000,000+",0,28/02/2022,18:23,Varies with device,Varies with device,false
ivi - movies and TV shows in HD,ENTERTAINMENT,4.5,684116,Varies with device,"10,000,000+",0,23/04/2021,0:31,Varies with device,4.2 and up,true
Radio Javan,ENTERTAINMENT,4.4,46916,4.5M,"1,000,000+",0,21/01/2020,1:46,7.3,4.2 and up,true
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407698,Varies with device,"10,000,000+",0,28/10/2017,1:30,Varies with device,Varies with device,false
Talking Ginger 2,ENTERTAINMENT,4.2,702975,49M,"50,000,000+",0,21/09/2020,3:35,2.6.6.11,4.1 and up,true
Girly Lock Screen Wallpaper with Quotes,ENTERTAINMENT,4.2,32458,18M,"5,000,000+",0,14/03/2016,0:05,2.2,4.1 and up,false
No.Draw - Colors by Number 2018,ENTERTAINMENT,4.5,235496,13M,"10,000,000+",0,25/10/2021,20:41,"July 29, 2018",1.2.0,false
🔥 Football Wallpapers 4K | Full HD Backgrounds 😍,ENTERTAINMENT,4.7,11661,4.0M,"1,000,000+",0,27/05/2015,22:25,1.1.3.2,4.0.3 and up,false
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",0,06/09/2021,19:54,9.1.4,4.4 and up,false
Low Poly – Puzzle art game,ENTERTAINMENT,4.5,23063,17M,"1,000,000+",0,12/04/2019,18:51,"August 3, 2018",1.0.9,true
BBC Media Player,ENTERTAINMENT,3.4,87384,Varies with device,"10,000,000+",0,23/02/2019,11:14,Varies with device,Varies with device,true
Amazon Prime Video,ENTERTAINMENT,4.2,411683,24M,"50,000,000+",0,02/04/2021,22:50,3.0.231.18141,4.1 and up,false
Adult Glitter Color by Number Book - Sandbox Pages,ENTERTAINMENT,4.3,8918,Varies with device,"1,000,000+",0,29/08/2016,13:24,"July 21, 2018",1.7,true
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12M,"100,000,000+",0,17/11/2015,16:45,Varies with device,Varies with device,false
Twitch: Livestream Multiplayer Games & Esports,ENTERTAINMENT,4.6,2133296,Varies with device,"50,000,000+",0,30/05/2015,6:00,Varies with device,Varies with device,true
Ziggo GO,ENTERTAINMENT,4.1,29690,78M,"1,000,000+",0,17/06/2021,9:21,2.3.34 Prod,4.3 and up,true
YouTube Gaming,ENTERTAINMENT,4.2,130549,Varies with device,"5,000,000+",0,01/12/2019,16:03,2.08.78.2,4.1 and up,true
PlayStation App,ENTERTAINMENT,4.2,613059,25M,"50,000,000+",0,26/09/2019,19:11,18.07.0,4.1 and up,false
Talking Ben the Dog,ENTERTAINMENT,4.3,1633682,57M,"100,000,000+",0,07/03/2021,6:24,3.5.2.2,4.1 and up,true
"Red Bull TV: Live Sports, Music & Entertainment",ENTERTAINMENT,4.4,42050,Varies with device,"1,000,000+",0,01/01/2020,7:35,Varies with device,Varies with device,true
Trailer Addict Movie Trailers,ENTERTAINMENT,3.9,2646,9.1M,"100,000+",0,23/10/2016,13:24,2.2.0,4.2 and up,true
Cinemark Theatres,ENTERTAINMENT,4.1,21867,39M,"1,000,000+",0,18/09/2015,12:00,2.19.0,5.0 and up,true
Regal Cinemas,ENTERTAINMENT,4.3,32732,Varies with device,"1,000,000+",0,15/04/2015,0:12,Varies with device,Varies with device,false
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",0,23/03/2020,21:03,9.1.4,4.4 and up,false
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747,Varies with device,"10,000,000+",0,16/04/2020,14:52,Varies with device,Varies with device,false
Marcus Theatres,ENTERTAINMENT,3.6,2639,8.5M,"100,000+",0,19/06/2021,13:57,2.9.43,6.0 and up,true
Harkins Theatres,ENTERTAINMENT,4.3,1511,12M,"100,000+",0,30/04/2016,16:17,2.1.1,4.1 and up,false
AMC Theatres,ENTERTAINMENT,4.3,44550,72M,"1,000,000+",0,24/08/2015,7:02,6.18.3,5.0 and up,true
IMDb Movies & TV,ENTERTAINMENT,4.2,501497,12M,"100,000,000+",0,09/05/2017,1:58,Varies with device,Varies with device,true
Netflix,ENTERTAINMENT,4.4,5456208,Varies with device,"100,000,000+",0,05/12/2017,7:13,Varies with device,Varies with device,true
Food Network,ENTERTAINMENT,4.1,7813,Varies with device,"500,000+",0,22/11/2020,3:53,Varies with device,Varies with device,true
Cooking Channel,ENTERTAINMENT,4.1,1033,16M,"100,000+",0,12/11/2017,15:53,Varies with device,Varies with device,false
Animal Planet GO,ENTERTAINMENT,4.2,2442,9.6M,"100,000+",0,02/08/2018,8:14,2.9.4,4.1 and up,false
"VRV: Anime, game videos & more",ENTERTAINMENT,3.9,15254,Varies with device,"1,000,000+",0,02/10/2021,18:04,Varies with device,Varies with device,true
DramaFever: Stream Asian Drama Shows & Movies,ENTERTAINMENT,4.2,155234,22M,"1,000,000+",0,12/10/2015,14:22,01.01.66,4.4 and up,true
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066,Varies with device,"10,000,000+",0,13/01/2022,12:41,Varies with device,Varies with device,false
Investigation Discovery GO,ENTERTAINMENT,4.5,12216,13M,"1,000,000+",0,13/08/2021,0:00,2.9.4,4.1 and up,true
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",0,14/08/2021,1:49,Varies with device,Varies with device,true
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12M,"10,000,000+",0,06/03/2019,2:29,4.8.6,4.1 and up,true
STARZ,ENTERTAINMENT,4.3,88185,Varies with device,"10,000,000+",0,10/04/2015,12:01,Varies with device,Varies with device,false
Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3,493,23M,"50,000+",0,22/05/2019,13:36,2.0.0,4.4 and up,true
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",0,24/06/2016,6:17,3.1.4,4.4 and up,true
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",0,11/11/2021,12:44,"January 24, 2018",2.0.8,false
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",0,05/06/2016,15:02,11.45.0,4.4 and up,false
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",0,16/12/2015,15:20,Varies with device,4.4 and up,false
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4,29706,19M,"1,000,000+",0,26/06/2017,17:10,3.1.4,4.4 and up,true
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",0,14/12/2020,0:43,2.17,4.4 and up,false
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",0,11/09/2016,10:08,11.45.0,4.4 and up,true
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4,319692,Varies with device,"10,000,000+",0,27/03/2015,6:51,Varies with device,5.0 and up,false
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,Varies with device,"10,000,000+",0,25/08/2018,9:30,Varies with device,Varies with device,true
Univision NOW - Live TV and On Demand,ENTERTAINMENT,4,22998,Varies with device,"1,000,000+",0,27/01/2019,22:55,8.0626,Varies with device,true
SHOWTIME,ENTERTAINMENT,4.2,12398,Varies with device,"1,000,000+",0,12/11/2019,10:55,Varies with device,Varies with device,false
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4,35928,19M,"1,000,000+",0,01/03/2019,21:04,3.1.4,4.4 and up,true
SeriesGuide – Show & Movie Manager,ENTERTAINMENT,4.3,64448,4.4M,"1,000,000+",0,02/09/2017,15:50,43,4.0.3 and up,false
Comedy Central,ENTERTAINMENT,3.9,22378,19M,"1,000,000+",0,15/09/2017,0:12,11.45.0,4.4 and up,false
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12M,"100,000,000+",0,14/07/2016,11:03,Varies with device,Varies with device,true
Netflix,ENTERTAINMENT,4.4,5456599,Varies with device,"100,000,000+",0,29/09/2017,21:06,Varies with device,Varies with device,true
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296829,11M,"10,000,000+",0,13/07/2015,10:54,2.13.5,4.1 and up,false
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310095,Varies with device,"10,000,000+",0,16/03/2019,18:20,Varies with device,Varies with device,false
STARZ,ENTERTAINMENT,4.3,88185,Varies with device,"10,000,000+",0,02/09/2020,4:12,Varies with device,Varies with device,true
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",0,03/11/2018,12:47,Varies with device,Varies with device,false
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12M,"10,000,000+",0,16/11/2016,2:12,4.8.6,4.1 and up,false
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",0,24/01/2022,16:59,"January 24, 2018",2.0.8,true
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4,319691,Varies with device,"10,000,000+",0,17/05/2019,18:47,Varies with device,5.0 and up,false
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",0,23/05/2019,4:07,Varies with device,4.4 and up,true
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",0,24/05/2019,2:36,2.17,4.4 and up,false
CW Seed,ENTERTAINMENT,4.5,16372,13M,"500,000+",0,25/01/2019,20:48,1.16,4.4 and up,true
The NBC App - Watch Live TV and Full Episodes,ENTERTAINMENT,4.1,58028,17M,"5,000,000+",0,28/08/2021,14:05,4.18.1,4.1 and up,false
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",0,20/03/2018,11:00,3.1.4,4.4 and up,false
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,Varies with device,"10,000,000+",0,08/09/2018,5:26,Varies with device,Varies with device,true
WWE,ENTERTAINMENT,4.5,736864,20M,"10,000,000+",0,26/10/2016,0:58,3.17.2,4.1 and up,true
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4,29706,19M,"1,000,000+",0,15/05/2018,23:17,3.1.4,4.4 and up,true
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",0,27/08/2021,10:24,11.45.0,4.4 and up,true
Universal Kids,ENTERTAINMENT,3.6,1968,21M,"500,000+",0,28/12/2015,17:04,"May 24, 2018",3.3.1.41,true
MTV,ENTERTAINMENT,3.8,35279,15M,"1,000,000+",0,13/05/2020,21:13,11.45.0,4.4 and up,true
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4,35931,19M,"1,000,000+",0,30/06/2018,1:44,3.1.4,4.4 and up,true
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",0,22/11/2021,18:00,11.45.0,4.4 and up,true
LEGO® TV,ENTERTAINMENT,3.7,17247,7.2M,"1,000,000+",0,15/10/2021,6:07,"August 4, 2018",4.0.2,false
HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723,32M,"10,000,000+",0,09/02/2016,5:46,16.0.0.437,4.1 and up,true
Showtime Anytime,ENTERTAINMENT,3.7,18523,Varies with device,"1,000,000+",0,14/07/2019,3:53,Varies with device,Varies with device,false
PlayKids - Educational cartoons and games for kids,ENTERTAINMENT,4.1,182103,Varies with device,"10,000,000+",0,10/05/2015,18:46,"July 30, 2018",Varies with device,true
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",0,29/03/2015,15:32,6.6.1,4.4 and up,true
Telemundo Now,ENTERTAINMENT,3.9,8674,19M,"1,000,000+",0,05/04/2021,22:26,3.3.1.42,4.4 and up,true
Netflix,ENTERTAINMENT,4.4,5456708,Varies with device,"100,000,000+",0,17/12/2020,10:19,Varies with device,Varies with device,true
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,11M,"10,000,000+",0,07/02/2016,2:27,2.13.5,4.1 and up,true
Vudu Movies & TV,ENTERTAINMENT,3.9,58082,Varies with device,"10,000,000+",0,22/05/2019,4:04,Varies with device,Varies with device,false
Crackle - Free TV & Movies,ENTERTAINMENT,3.7,388089,Varies with device,"10,000,000+",0,02/03/2017,10:17,Varies with device,Varies with device,false
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066,Varies with device,"10,000,000+",0,01/02/2021,21:47,Varies with device,Varies with device,true
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",0,04/04/2021,14:22,"January 24, 2018",2.0.8,false
STARZ,ENTERTAINMENT,4.3,88185,Varies with device,"10,000,000+",0,18/06/2020,7:54,Varies with device,Varies with device,true
"Hulu: Stream TV, Movies & more",ENTERTAINMENT,4,319691,Varies with device,"10,000,000+",0,14/11/2017,9:02,Varies with device,5.0 and up,false
Food Network,ENTERTAINMENT,4.1,7813,Varies with device,"500,000+",0,02/12/2021,4:21,Varies with device,Varies with device,true
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,Varies with device,"5,000,000+",0,13/02/2017,0:58,Varies with device,4.4 and up,false
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,16M,"10,000,000+",0,20/09/2021,7:48,9.1.4,4.4 and up,true
Yidio: TV Show & Movie Guide,ENTERTAINMENT,3.9,27424,Varies with device,"1,000,000+",0,11/05/2015,21:46,Varies with device,Varies with device,false
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20M,"1,000,000+",0,24/10/2018,8:24,3.1.4,4.4 and up,false
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407719,Varies with device,"10,000,000+",0,09/03/2018,11:54,Varies with device,Varies with device,false
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,000+",0,08/05/2016,7:01,2.17,4.4 and up,true
Redbox,ENTERTAINMENT,4.1,115033,30M,"10,000,000+",0,28/04/2017,23:57,7.5.0,5.0 and up,true
Univision NOW - Live TV and On Demand,ENTERTAINMENT,4,22997,Varies with device,"1,000,000+",0,05/05/2019,9:27,8.0626,Varies with device,false
HBO NOW: Stream TV & Movies,ENTERTAINMENT,3.9,61201,Varies with device,"10,000,000+",0,08/05/2017,8:32,Varies with device,Varies with device,false
Tribeca Shortlist - Handpicked Movies,ENTERTAINMENT,3.9,801,57M,"100,000+",0,16/04/2021,15:07,4.003.1,4.3 and up,false
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4,29706,19M,"1,000,000+",0,29/12/2021,6:09,3.1.4,4.4 and up,false
VH1,ENTERTAINMENT,4.1,27424,17M,"1,000,000+",0,19/10/2021,6:43,11.45.0,4.4 and up,true
SHOWTIME,ENTERTAINMENT,4.2,12398,Varies with device,"1,000,000+",0,23/08/2018,5:11,Varies with device,Varies with device,true
MTV,ENTERTAINMENT,3.8,35279,15M,"1,000,000+",0,31/08/2018,15:51,11.45.0,4.4 and up,true
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4,35931,19M,"1,000,000+",0,07/03/2022,7:50,3.1.4,4.4 and up,false
Comedy Central,ENTERTAINMENT,3.9,22378,19M,"1,000,000+",0,01/09/2015,1:13,11.45.0,4.4 and up,true
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19M,"1,000,000+",0,22/10/2021,2:17,11.45.0,4.4 and up,true
FOX,ENTERTAINMENT,3.7,197774,44M,"10,000,000+",0,16/07/2016,15:44,6.6.1,4.4 and up,false
Telemundo Now,ENTERTAINMENT,3.9,8674,19M,"1,000,000+",0,12/04/2017,8:35,3.3.1.42,4.4 and up,true
Nick Jr. - Shows & Games,ENTERTAINMENT,4.2,8968,35M,"1,000,000+",0,23/05/2019,5:07,"January 23, 2018",1.0.20,false
Sticker Market: Emoji keyboard,ENTERTAINMENT,4.3,303,44M,"10,000+",0,30/10/2021,13:20,1.2.3,4.2 and up,false
Viki: Asian TV Dramas & Movies,ENTERTAINMENT,4.3,407719,Varies with device,"10,000,000+",0,14/08/2018,17:20,Varies with device,Varies with device,false
Kidjo TV Kids Have Fun & Learn,ENTERTAINMENT,4.6,732,Varies with device,"100,000+",0,04/11/2015,13:39,"August 1, 2018",Varies with device,true
Laugh Out Loud by Kevin Hart,ENTERTAINMENT,4.3,1856,20M,"100,000+",0,24/08/2015,4:39,1.6.1,6.0 and up,false
ColorFul - Adult Coloring Book,ENTERTAINMENT,4.6,50725,19M,"5,000,000+",0,14/04/2019,20:52,1.0.64,4.0.3 and up,true
Nick,ENTERTAINMENT,4.2,123279,25M,"10,000,000+",0,18/08/2017,20:54,"January 24, 2018",2.0.8,false
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747,Varies with device,"10,000,000+",0,20/02/2020,19:34,Varies with device,Varies with device,false
Hamilton — The Official App,ENTERTAINMENT,4.5,1575,43M,"100,000+",0,23/12/2021,13:52,2.3.2,5.0 and up,true
My Talking Pet,ENTERTAINMENT,4.6,6238,Varies with device,"100,000+",$4.99,02/11/2015,8:28,Varies with device,Varies with device,true
Funny Pics,ENTERTAINMENT,3.9,9941,Varies with device,"1,000,000+",0,27/01/2020,15:50,Varies with device,Varies with device,true
Funny Quotes Free,ENTERTAINMENT,4.2,23666,3.6M,"1,000,000+",0,27/09/2017,13:53,8.1,4.0 and up,false
LOL Pics (Funny Pictures),ENTERTAINMENT,4.4,67554,7.7M,"1,000,000+",0,02/11/2017,12:58,4,2.3.3 and up,true
Meme Creator,ENTERTAINMENT,4.2,38769,44M,"1,000,000+",0,26/07/2019,22:13,7.2.3,2.3 and up,false
